ID,Included from paper (ID),Snowballing Direction,Title,Authors,Venue,Venue Type,Year,I1,I2,I3,E1,E2,E3,E4,E5,E6,Included,Notes
QEN7UH85,U2KEHF3V,F,Estimating software energy consumption with machine learning approach by software performance feature,"Fu, Cuijiao; Qian, Depei; Luan, Zhongzhi","2018 IEEE International Conference on Internet of Things (iThings) and IEEE Green Computing and Communications (GreenCom) and IEEE Cyber, Physical and Social Computing (CPSCom) and IEEE Smart Data (SmartData)",C,2018,x,x,x,,,,,,,x,"Paper presents “a method for classifying software based on performance features.” (Fu et al., 2018, p. 490)"
8Z4FJ9KZ,LSBAJWP4,F,Variability models for generating efficient configurations of functional quality attributes,"Horcas, Jose-Miguel; Pinto, Mónica; Fuentes, Lidia",Information and Software Technology,J,2018,x,x,x,,,,,,,x,"Paper “presents a process that helps developers to automatically generate optimum configurations of functional quality attributes in terms of energy efficiency and performance.” (Horcas et al., 2018, p. 147)"
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
